Vendor_Name,Product_Name,Version,Source_Location_URL,SL_CN_Name,SL_CA_Name,Access_Control,NATF_Response_File_URL,X509SKID,PGPFingerprint,NATF_ResponseDigSigURL 
Reliable Energy Analytics LLC,SAG-PM (TM),1.2.1,https://softwareassuranceguardian.com/sag-pm.zip,softwareassuranceguardian.com,Go Daddy Secure Certificate Authority - G2,BasicAuth,https://softwareassuranceguardian.com/SAG-PM_VendorResponse_V1_2_1.xml,84DBBFDD1A0B18399F413522C61803C89145B555,2C17B5D1A50EA9144AAF8DD6D4EB22CCB8A6A3AB,https://softwareassuranceguardian.com/SAG-PM_VendorResponse_V1_2_1.xml.sig
