Vendor_Name,Product_Name,Version,Source_Location_URL,SL_CN_Name,SL_CA_Name,Access_Control,NATF_Response_File_URL,X509SKID,PGPFingerprint,NATF_ResponseDigSigURL
BUSINESS CYBER GUARDIAN (RELIABLE ENERGY ANALYTICS LLC),sag-reader,1.0.4,https://pypi.org/project/sag-reader/1.0.4/#files,pypi.org,GlobalSign Atlas R3 DV TLS CA 2024 Q2,None,https://raw.githubusercontent.com/rjb4standards/CISASAGReader/refs/heads/main/CISASAGReader-VRF.json,AC0D69E6EDD210AB5382DD594057304D57456C4F,A5102C89889BB9C6665D4D59528E4556CB8DA3DE,https://github.com/rjb4standards/CISASAGReader/raw/refs/heads/main/CISASAGReader-VRF.json.sig
