Vendor_Name,Product_Name,Version,Source_Location_URL,SL_CN_Name,SL_CA_Name,Access_Control,NATF_Response_File_URL,X509SKID,PGPFingerprint,NATF_ResponseDigSigURL
BUSINESS CYBER GUARDIAN (Reliable Energy Analytics LLC),SAG-PM (TM),2.1.4,https://softwareassuranceguardian.com/sag-pm.zip,softwareassuranceguardian.com,Go Daddy Secure Certificate Authority - G2,BasicAuth,https://raw.githubusercontent.com/rjb4standards/REA-Products/refs/heads/master/USCTM/SAG-PM-V2_1_4-VRF.json,C1F7FCF414ED1ECDE2EB37B9B2DC0E20195BE4FC,2C17B5D1A50EA9144AAF8DD6D4EB22CCB8A6A3AB,https://softwareassuranceguardian.com/SAG-PM-V2_1_4-VRF.json.sig
