Vendor_Name,Product_Name,Version,Source_Location_URL,SL_CN_Name,SL_CA_Name,Access_Control,NATF_Response_File_URL,X509SKID,PGPFingerprint,NATF_ResponseDigSigURL

T-Mobile USA,5G Home Internet Gateway Model G4AR,1.0,https://www.t-mobile.com/home-internet/plans,www.t-mobile.com,DigiCert Global G2 TLS RSA SHA256 2020 CA1,None,https://raw.githubusercontent.com/rjb4standards/REA-Products/refs/heads/master/JSON-SCHEMAS/USECASE/TMobile-VRF.json,9D02E2E6961EF705D32FF3C5D7EAD800488E1A61,2C17B5D1A50EA9144AAF8DD6D4EB22CCB8A6A3AB,https://github.com/rjb4standards/CISASAGReader/blob/main/CISASAGReader-VRF.json.sig
